timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1635225747258,1120,S01_ClinicalTrials_T001d_Login_authorize_1,200,OK,S01_ClinicalTrials 1-1,text,true,,51020,1422,1,6,https://login.microsoftonline.com/d6226454-95de-49e5-a725-aa078e128080/oauth2/v2.0/authorize?response_type=id_token&scope=https%3A%2F%2Fmeenakshimuralidharanmindtr.onmicrosoft.com%2Fec9d67a6-4db3-4c2b-9629-829003e10247%2Fuser+openid+profile&client_id=7f2d1e8b-4209-482f-b1d9-470c988a3a0a&redirect_uri=https%3A%2F%2Fui1.prd.dna.informa-labs.com&state=eyJpZCI6ImZkMTgxZDI1LTczYWEtNGE0OS05YzA4LWVhYWY3YzM5MGM5NCIsInRzIjoxNjM1MjI1NzQ3MjU3LCJtZXRob2QiOiJyZWRpcmVjdEludGVyYWN0aW9uIn0%3D&nonce=cba3917e-a1b7-48fc-a5f1-01bac36e2e1e&client_info=1&x-client-SKU=MSAL.JS&x-client-Ver=1.4.14&client-request-id=1bcfe7c5-6dc8-4574-82e6-3b2d78cf2ee9&response_mode=fragment,1012,0,0
1635225747067,1531,S03_Drugs_T001d_Login_authorize_1,200,OK,S03_Drugs 3-1,text,true,,51033,1422,1,6,https://login.microsoftonline.com/d6226454-95de-49e5-a725-aa078e128080/oauth2/v2.0/authorize?response_type=id_token&scope=https%3A%2F%2Fmeenakshimuralidharanmindtr.onmicrosoft.com%2Fec9d67a6-4db3-4c2b-9629-829003e10247%2Fuser+openid+profile&client_id=7f2d1e8b-4209-482f-b1d9-470c988a3a0a&redirect_uri=https%3A%2F%2Fui1.prd.dna.informa-labs.com&state=eyJpZCI6IjE5ZDBlMmRjLTIyMjAtNDQxNS1iOGQ5LTg3ZjgyNjc1NjEwMyIsInRzIjoxNjM1MjI1NzQ3MDYxLCJtZXRob2QiOiJyZWRpcmVjdEludGVyYWN0aW9uIn0%3D&nonce=f8ce0ca5-ae07-4de8-994d-3bee218bef97&client_info=1&x-client-SKU=MSAL.JS&x-client-Ver=1.4.14&client-request-id=09563c51-400c-4718-8e2e-50a3a5466548&response_mode=fragment,1422,0,0
1635225747085,1540,S06_Company_T001d_Login_authorize_1,200,OK,S06_Company 6-1,text,true,,51043,1422,1,6,https://login.microsoftonline.com/d6226454-95de-49e5-a725-aa078e128080/oauth2/v2.0/authorize?response_type=id_token&scope=https%3A%2F%2Fmeenakshimuralidharanmindtr.onmicrosoft.com%2Fec9d67a6-4db3-4c2b-9629-829003e10247%2Fuser+openid+profile&client_id=7f2d1e8b-4209-482f-b1d9-470c988a3a0a&redirect_uri=https%3A%2F%2Fui1.prd.dna.informa-labs.com&state=eyJpZCI6IjNlYzhiNzk2LTIzMjUtNGYyZS1iNWE1LTEzMzIwYmVmMjQ4MCIsInRzIjoxNjM1MjI1NzQ3MDg0LCJtZXRob2QiOiJyZWRpcmVjdEludGVyYWN0aW9uIn0%3D&nonce=76ce34ab-919f-465f-8565-b29724bcab82&client_info=1&x-client-SKU=MSAL.JS&x-client-Ver=1.4.14&client-request-id=7ff97acb-baf4-45fe-a71a-baebcbe76082&response_mode=fragment,1436,0,0
1635225747757,907,S05_Organization_T001e_Login_GetCredentialType,200,OK,S05_Organization 5-1,text,true,,2114,3799,1,6,https://login.microsoftonline.com/common/GetCredentialType?mkt=en-US,907,0,0
1635225747255,1559,S04_Person_T001d_Login_authorize_1,200,OK,S04_Person 4-1,text,true,,51045,1422,1,6,https://login.microsoftonline.com/d6226454-95de-49e5-a725-aa078e128080/oauth2/v2.0/authorize?response_type=id_token&scope=https%3A%2F%2Fmeenakshimuralidharanmindtr.onmicrosoft.com%2Fec9d67a6-4db3-4c2b-9629-829003e10247%2Fuser+openid+profile&client_id=7f2d1e8b-4209-482f-b1d9-470c988a3a0a&redirect_uri=https%3A%2F%2Fui1.prd.dna.informa-labs.com&state=eyJpZCI6IjgwYmE3MWE4LTMyNGItNGYyMi1iNzQyLTE2N2E0YTliZjE5NCIsInRzIjoxNjM1MjI1NzQ3MjU0LCJtZXRob2QiOiJyZWRpcmVjdEludGVyYWN0aW9uIn0%3D&nonce=5228c4c4-b388-498c-b75d-49caa9c7e124&client_info=1&x-client-SKU=MSAL.JS&x-client-Ver=1.4.14&client-request-id=ba0d3b0b-0232-4415-b3dd-8e3044995ef7&response_mode=fragment,1455,0,0
1635225748334,506,S02_AncillaryData_T001e_Login_GetCredentialType,200,OK,S02_AncillaryData 2-1,text,true,,2114,3796,1,6,https://login.microsoftonline.com/common/GetCredentialType?mkt=en-US,506,0,0
1635225748382,901,S01_ClinicalTrials_T001e_Login_GetCredentialType,200,OK,S01_ClinicalTrials 1-1,text,true,,2114,3798,1,6,https://login.microsoftonline.com/common/GetCredentialType?mkt=en-US,901,0,0
1635225749285,427,S01_ClinicalTrials_T001f_Login_login,200,OK,S01_ClinicalTrials 1-1,text,true,,40624,3651,1,6,https://login.microsoftonline.com/d6226454-95de-49e5-a725-aa078e128080/login,425,0,0
1635225748602,1137,S03_Drugs_T001e_Login_GetCredentialType,200,OK,S03_Drugs 3-1,text,true,,2115,3794,1,6,https://login.microsoftonline.com/common/GetCredentialType?mkt=en-US,1137,0,0
1635225748817,987,S04_Person_T001e_Login_GetCredentialType,200,OK,S04_Person 4-1,text,true,,2114,3799,1,6,https://login.microsoftonline.com/common/GetCredentialType?mkt=en-US,987,0,0
1635225748842,1068,S02_AncillaryData_T001f_Login_login,200,OK,S02_AncillaryData 2-1,text,true,,40622,3653,1,6,https://login.microsoftonline.com/d6226454-95de-49e5-a725-aa078e128080/login,1066,0,0
1635225748666,1273,S05_Organization_T001f_Login_login,200,OK,S05_Organization 5-1,text,true,,40607,3650,1,6,https://login.microsoftonline.com/d6226454-95de-49e5-a725-aa078e128080/login,1271,0,0
1635225748629,1510,S06_Company_T001e_Login_GetCredentialType,200,OK,S06_Company 6-1,text,true,,2115,3802,1,6,https://login.microsoftonline.com/common/GetCredentialType?mkt=en-US,1510,0,0
1635225749741,464,S03_Drugs_T001f_Login_login,200,OK,S03_Drugs 3-1,text,true,,40588,3647,1,6,https://login.microsoftonline.com/d6226454-95de-49e5-a725-aa078e128080/login,462,0,0
1635225749943,295,S05_Organization_T001g_Login_kmsi,200,OK,S05_Organization 5-1,text,true,,38115,3426,1,6,https://login.microsoftonline.com/kmsi,293,0,0
1635225749913,442,S02_AncillaryData_T001g_Login_kmsi,200,OK,S02_AncillaryData 2-1,text,true,,38107,3432,1,6,https://login.microsoftonline.com/kmsi,440,0,0
1635225749716,1129,S01_ClinicalTrials_T001g_Login_kmsi,200,OK,S01_ClinicalTrials 1-1,text,true,,38102,3432,1,6,https://login.microsoftonline.com/kmsi,1127,0,0
1635225749806,1081,S04_Person_T001f_Login_login,200,OK,S04_Person 4-1,text,true,,40604,3650,1,6,https://login.microsoftonline.com/d6226454-95de-49e5-a725-aa078e128080/login,1079,0,0
1635225750209,924,S03_Drugs_T001g_Login_kmsi,200,OK,S03_Drugs 3-1,text,true,,38098,3432,1,6,https://login.microsoftonline.com/kmsi,922,0,0
1635225750142,1083,S06_Company_T001f_Login_login,200,OK,S06_Company 6-1,text,true,,40603,3653,1,6,https://login.microsoftonline.com/d6226454-95de-49e5-a725-aa078e128080/login,1081,0,0
1635225750357,967,S02_AncillaryData_T001h_Login_authorize_2,200,OK,S02_AncillaryData 2-1,text,true,,8247,3517,1,6,https://ui1.prd.dna.informa-labs.com/auth.html#access_token=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiIsIng1dCI6Imwzc1EtNTBjQ0g0eEJWWkxIVEd3blNSNzY4MCIsImtpZCI6Imwzc1EtNTBjQ0g0eEJWWkxIVEd3blNSNzY4MCJ9.eyJhdWQiOiJodHRwczovL21lZW5ha3NoaW11cmFsaWRoYXJhbm1pbmR0ci5vbm1pY3Jvc29mdC5jb20vZWM5ZDY3YTYtNGRiMy00YzJiLTk2MjktODI5MDAzZTEwMjQ3IiwiaXNzIjoiaHR0cHM6Ly9zdHMud2luZG93cy5uZXQvZDYyMjY0NTQtOTVkZS00OWU1LWE3MjUtYWEwNzhlMTI4MDgwLyIsImlhdCI6MTYzNTIyNTQ1MCwibmJmIjoxNjM1MjI1NDUwLCJleHAiOjE2MzUyMzA5NDIsImFjciI6IjEiLCJhaW8iOiJBVFFBeS84VEFBQUFmVHRyMnFDalRmTkZVNE5jUWdPMFlZZ0JKLzBDaHpnM1gzeVVXSlRTN29RYkg4UWs0ME53dDFhY0FwdHlwR0FVIiwiYW1yIjpbInB3ZCJdLCJhcHBpZCI6IjdmMmQxZThiLTQyMDktNDgyZi1iMWQ5LTQ3MGM5ODhhM2EwYSIsImFwcGlkYWNyIjoiMCIsImdpdmVuX25hbWUiOiJwZXJmMSIsImlwYWRkciI6IjUyLjMwLjIzMC4xNjMiLCJuYW1lIjoicGVyZjEiLCJvaWQiOiJlMmJjYTMzZi0xMjI0LTQwM2QtODcwNS01YmEwMjMwYWFkYmMiLCJyaCI6IjAuQVZNQVZHUWkxdDZWNVVtbkphb0hqaEtBZ0lzZUxYOEpRaTlJc2RsSERKaUtPZ3BUQU1rLiIsInNjcCI6InVzZXIiLCJzdWIiOiJLUDZTSGtZeDkybTNWdi13bG1NWHVhanZ3cHlhVDFkMF9Eb1ByRWR5S05nIiwidGlkIjoiZDYyMjY0NTQtOTVkZS00OWU1LWE3MjUtYWEwNzhlMTI4MDgwIiwidW5pcXVlX25hbWUiOiJwZXJmMUBtZWVuYWtzaGltdXJhbGlkaGFyYW5taW5kdHIub25taWNyb3NvZnQuY29tIiwidXBuIjoicGVyZjFAbWVlbmFrc2hpbXVyYWxpZGhhcmFubWluZHRyLm9ubWljcm9zb2Z0LmNvbSIsInV0aSI6ImNrUmp5cG1oQzA2c2kwd1l5SzUwQUEiLCJ2ZXIiOiIxLjAifQ.eqKfDi_x5i1iEaaY8r17iXiWnzCEBetr4slox3-zzUSJ2JDv5wJYwN9L9hRiZBGgoZLaBs7PWScfNQJZJ18pt9MbgLYNjdRMyv98DmBm-BbZelWIDvxdDnOTsaD1ms-5B18N_KuRqZmysEEVeJJHBgwUisCMTaRvVh7HyZnmxfuzb31E5sMKzR4NlrCQFaEJVLuDS156qKNL9TVsax8oUdSscsfkl4QYd0UKHIjxAa86rE1t2-2R23yIDTeAwYRZ1B4HoLxNuaLSJ0et2Y8MJoDDel4nw4unXGdjG4RZ-vCYRpHEHEUuKzQJB2UsbsEDioUnmHP9tzNLgk3IKIeJsA&token_type=Bearer&expires_in=5191&scope=https%3a%2f%2fmeenakshimuralidharanmindtr.onmicrosoft.com%2fec9d67a6-4db3-4c2b-9629-829003e10247%2fuser&client_info=eyJ1aWQiOiJlMmJjYTMzZi0xMjI0LTQwM2QtODcwNS01YmEwMjMwYWFkYmMiLCJ1dGlkIjoiZDYyMjY0NTQtOTVkZS00OWU1LWE3MjUtYWEwNzhlMTI4MDgwIn0&state=eyJpZCI6ImYxNTE0MDZjLTdlZWEtNGMwNC1iYzhhLWRmNGYxMmQ2MDUzYSIsInRzIjoxNjM1MjI1NzUwMzU2LCJtZXRob2QiOiJyZWRpcmVjdEludGVyYWN0aW9uIn0%3d&session_state=92d1b30d-6225-405f-890a-c36b1262c995,694,0,0
1635225750357,695,S02_AncillaryData_T001h_Login_authorize_2-0,302,Found,S02_AncillaryData 2-1,text,true,,7203,3010,1,6,https://login.microsoftonline.com/d6226454-95de-49e5-a725-aa078e128080/oauth2/v2.0/authorize?response_type=token&scope=https%3A%2F%2Fmeenakshimuralidharanmindtr.onmicrosoft.com%2Fec9d67a6-4db3-4c2b-9629-829003e10247%2Fuser+openid+profile&client_id=7f2d1e8b-4209-482f-b1d9-470c988a3a0a&redirect_uri=https%3A%2F%2Fui1.prd.dna.informa-labs.com%2Fauth.html&state=eyJpZCI6ImYxNTE0MDZjLTdlZWEtNGMwNC1iYzhhLWRmNGYxMmQ2MDUzYSIsInRzIjoxNjM1MjI1NzUwMzU2LCJtZXRob2QiOiJyZWRpcmVjdEludGVyYWN0aW9uIn0=&nonce=224a5012-288c-410a-95e1-2413a635b6cb&client_info=1&x-client-SKU=MSAL.JS&x-client-Ver=1.4.14&login_hint=perf1%40meenakshimuralidharanmindtr.onmicrosoft.com&client-request-id=6424ac01-2381-4fc5-bf20-bc784e148a2d&prompt=none&response_mode=fragment,694,0,0
1635225751056,268,S02_AncillaryData_T001h_Login_authorize_2-1,200,OK,S02_AncillaryData 2-1,text,true,,1044,507,1,6,https://ui1.prd.dna.informa-labs.com/auth.html#access_token=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiIsIng1dCI6Imwzc1EtNTBjQ0g0eEJWWkxIVEd3blNSNzY4MCIsImtpZCI6Imwzc1EtNTBjQ0g0eEJWWkxIVEd3blNSNzY4MCJ9.eyJhdWQiOiJodHRwczovL21lZW5ha3NoaW11cmFsaWRoYXJhbm1pbmR0ci5vbm1pY3Jvc29mdC5jb20vZWM5ZDY3YTYtNGRiMy00YzJiLTk2MjktODI5MDAzZTEwMjQ3IiwiaXNzIjoiaHR0cHM6Ly9zdHMud2luZG93cy5uZXQvZDYyMjY0NTQtOTVkZS00OWU1LWE3MjUtYWEwNzhlMTI4MDgwLyIsImlhdCI6MTYzNTIyNTQ1MCwibmJmIjoxNjM1MjI1NDUwLCJleHAiOjE2MzUyMzA5NDIsImFjciI6IjEiLCJhaW8iOiJBVFFBeS84VEFBQUFmVHRyMnFDalRmTkZVNE5jUWdPMFlZZ0JKLzBDaHpnM1gzeVVXSlRTN29RYkg4UWs0ME53dDFhY0FwdHlwR0FVIiwiYW1yIjpbInB3ZCJdLCJhcHBpZCI6IjdmMmQxZThiLTQyMDktNDgyZi1iMWQ5LTQ3MGM5ODhhM2EwYSIsImFwcGlkYWNyIjoiMCIsImdpdmVuX25hbWUiOiJwZXJmMSIsImlwYWRkciI6IjUyLjMwLjIzMC4xNjMiLCJuYW1lIjoicGVyZjEiLCJvaWQiOiJlMmJjYTMzZi0xMjI0LTQwM2QtODcwNS01YmEwMjMwYWFkYmMiLCJyaCI6IjAuQVZNQVZHUWkxdDZWNVVtbkphb0hqaEtBZ0lzZUxYOEpRaTlJc2RsSERKaUtPZ3BUQU1rLiIsInNjcCI6InVzZXIiLCJzdWIiOiJLUDZTSGtZeDkybTNWdi13bG1NWHVhanZ3cHlhVDFkMF9Eb1ByRWR5S05nIiwidGlkIjoiZDYyMjY0NTQtOTVkZS00OWU1LWE3MjUtYWEwNzhlMTI4MDgwIiwidW5pcXVlX25hbWUiOiJwZXJmMUBtZWVuYWtzaGltdXJhbGlkaGFyYW5taW5kdHIub25taWNyb3NvZnQuY29tIiwidXBuIjoicGVyZjFAbWVlbmFrc2hpbXVyYWxpZGhhcmFubWluZHRyLm9ubWljcm9zb2Z0LmNvbSIsInV0aSI6ImNrUmp5cG1oQzA2c2kwd1l5SzUwQUEiLCJ2ZXIiOiIxLjAifQ.eqKfDi_x5i1iEaaY8r17iXiWnzCEBetr4slox3-zzUSJ2JDv5wJYwN9L9hRiZBGgoZLaBs7PWScfNQJZJ18pt9MbgLYNjdRMyv98DmBm-BbZelWIDvxdDnOTsaD1ms-5B18N_KuRqZmysEEVeJJHBgwUisCMTaRvVh7HyZnmxfuzb31E5sMKzR4NlrCQFaEJVLuDS156qKNL9TVsax8oUdSscsfkl4QYd0UKHIjxAa86rE1t2-2R23yIDTeAwYRZ1B4HoLxNuaLSJ0et2Y8MJoDDel4nw4unXGdjG4RZ-vCYRpHEHEUuKzQJB2UsbsEDioUnmHP9tzNLgk3IKIeJsA&token_type=Bearer&expires_in=5191&scope=https%3a%2f%2fmeenakshimuralidharanmindtr.onmicrosoft.com%2fec9d67a6-4db3-4c2b-9629-829003e10247%2fuser&client_info=eyJ1aWQiOiJlMmJjYTMzZi0xMjI0LTQwM2QtODcwNS01YmEwMjMwYWFkYmMiLCJ1dGlkIjoiZDYyMjY0NTQtOTVkZS00OWU1LWE3MjUtYWEwNzhlMTI4MDgwIn0&state=eyJpZCI6ImYxNTE0MDZjLTdlZWEtNGMwNC1iYzhhLWRmNGYxMmQ2MDUzYSIsInRzIjoxNjM1MjI1NzUwMzU2LCJtZXRob2QiOiJyZWRpcmVjdEludGVyYWN0aW9uIn0%3d&session_state=92d1b30d-6225-405f-890a-c36b1262c995,268,0,0
1635225750240,1152,S05_Organization_T001h_Login_authorize_2,200,OK,S05_Organization 5-1,text,true,,8255,3517,1,6,https://ui1.prd.dna.informa-labs.com/auth.html#access_token=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiIsIng1dCI6Imwzc1EtNTBjQ0g0eEJWWkxIVEd3blNSNzY4MCIsImtpZCI6Imwzc1EtNTBjQ0g0eEJWWkxIVEd3blNSNzY4MCJ9.eyJhdWQiOiJodHRwczovL21lZW5ha3NoaW11cmFsaWRoYXJhbm1pbmR0ci5vbm1pY3Jvc29mdC5jb20vZWM5ZDY3YTYtNGRiMy00YzJiLTk2MjktODI5MDAzZTEwMjQ3IiwiaXNzIjoiaHR0cHM6Ly9zdHMud2luZG93cy5uZXQvZDYyMjY0NTQtOTVkZS00OWU1LWE3MjUtYWEwNzhlMTI4MDgwLyIsImlhdCI6MTYzNTIyNTQ1MSwibmJmIjoxNjM1MjI1NDUxLCJleHAiOjE2MzUyMzAxMjEsImFjciI6IjEiLCJhaW8iOiJBVFFBeS84VEFBQUFjWEhnWnRTNXF1bTI5dEN4TXI5NXhZYzlDSmdwNkpCc3JpTVhrZ2JOeGFBZUpWTXRHOHlzVnp3Y1Bka3diZDJ1IiwiYW1yIjpbInB3ZCJdLCJhcHBpZCI6IjdmMmQxZThiLTQyMDktNDgyZi1iMWQ5LTQ3MGM5ODhhM2EwYSIsImFwcGlkYWNyIjoiMCIsImdpdmVuX25hbWUiOiJwZXJmNCIsImlwYWRkciI6IjUyLjMwLjIzMC4xNjMiLCJuYW1lIjoicGVyZjQiLCJvaWQiOiI0ZTQxMmRiNS0xNDY0LTQ2MGMtYWE3NS05Mjg2Y2VmNDMwNTUiLCJyaCI6IjAuQVZNQVZHUWkxdDZWNVVtbkphb0hqaEtBZ0lzZUxYOEpRaTlJc2RsSERKaUtPZ3BUQU1zLiIsInNjcCI6InVzZXIiLCJzdWIiOiJNOTVmMnVyYmFVMWp6MS1ZdXk0bnUwOHFlbDRKYW9sTl85TGJqZ2VGUlhFIiwidGlkIjoiZDYyMjY0NTQtOTVkZS00OWU1LWE3MjUtYWEwNzhlMTI4MDgwIiwidW5pcXVlX25hbWUiOiJwZXJmNEBtZWVuYWtzaGltdXJhbGlkaGFyYW5taW5kdHIub25taWNyb3NvZnQuY29tIiwidXBuIjoicGVyZjRAbWVlbmFrc2hpbXVyYWxpZGhhcmFubWluZHRyLm9ubWljcm9zb2Z0LmNvbSIsInV0aSI6IkoyczUyS05NMTBDM1RpdzlSczJJQUEiLCJ2ZXIiOiIxLjAifQ.T97f3IG8Lz9lJX9a8qUiNbRCKBbQ-6s-SyCq2PfaLxzrP56xLmt8925vxAmfKYFZDy90Opb1ZZuucMYHUbrurtU2eL7Yt502t4aYTwnAr5f5PlH9nzA9B9gf0lD8_6DrgT-CIlaFntrq2quEA5DV5V6-vBvSoA8Lv3T1lrnB7fHJweSBQITcZ4LP83IU8tfAyt6p1Co9zKq4rwNxkSmSv761KUHVDXEK4ezCLAYTPpJTNXRUwth4sNmPpOUQ_Y7x0TuYSOBYepU5UsUSawwjfSkYOBFyh1-6oqc5taMjOOo6q0R800MP4Vm8oE0GWvwUhbvU6tZSVnuWT6wNY9AidA&token_type=Bearer&expires_in=4369&scope=https%3a%2f%2fmeenakshimuralidharanmindtr.onmicrosoft.com%2fec9d67a6-4db3-4c2b-9629-829003e10247%2fuser&client_info=eyJ1aWQiOiI0ZTQxMmRiNS0xNDY0LTQ2MGMtYWE3NS05Mjg2Y2VmNDMwNTUiLCJ1dGlkIjoiZDYyMjY0NTQtOTVkZS00OWU1LWE3MjUtYWEwNzhlMTI4MDgwIn0&state=eyJpZCI6ImUxZjkwYjhhLTA2ZDItNGNkYS1hNTE5LWNmMjI2Y2RlYmMxYyIsInRzIjoxNjM1MjI1NzUwMjM5LCJtZXRob2QiOiJyZWRpcmVjdEludGVyYWN0aW9uIn0%3d&session_state=1c7731e0-59fb-42d8-99e1-b2c42d17bea2,1077,0,0
